ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo
3.4,2,0,76.3,127.15,101.78,74.61,101.98,127.15,125.0,105.0,137.0,23.56
3.4,2,1,79.56,128.74,108.25,77.07,97.4,128.74,127.0,107.0,134.0,21.31
3.4,2,2,78.73,127.99,111.12,79.28,98.13,127.99,126.0,108.0,131.0,22.38
3.4,5,0,78.41,115.41,99.81,76.93,81.74,115.41,116.0,111.0,133.0,32.77
3.4,5,1,76.68,113.58,96.84,75.96,82.84,113.58,114.0,111.0,133.0,34.73
3.4,5,2,73.77,109.15,93.7,76.48,82.64,109.15,110.0,111.0,133.0,38.65
3.4,10,0,69.46,104.39,92.44,79.29,85.33,104.39,105.0,113.0,131.0,43.94
3.4,10,1,70.18,106.67,91.35,76.98,87.24,106.67,107.0,111.0,132.0,41.59
3.4,10,2,69.61,105.45,87.39,74.46,86.67,105.45,105.0,111.0,134.0,43.61
3.4,15,0,72.02,100.67,80.0,67.97,72.56,100.67,101.0,113.0,136.0,48.02
3.4,15,1,68.54,103.71,83.03,71.96,86.46,103.71,103.0,111.0,135.0,45.64
3.4,15,2,69.4,100.4,80.46,70.31,78.73,100.4,101.0,112.0,136.0,47.84
3.4,30,0,66.16,87.1,74.76,71.92,61.3,87.1,89.0,117.0,133.0,60.42
3.4,30,1,67.86,92.35,75.73,69.25,67.64,92.35,94.0,115.0,135.0,55.19
3.4,30,2,65.97,91.1,76.68,72.37,70.35,91.1,92.0,115.0,133.0,57.08
3.4,45,0,64.84,85.26,73.2,71.88,61.08,85.26,87.0,117.0,132.0,62.37
3.4,45,1,61.93,82.69,70.32,71.72,64.0,82.69,84.0,117.0,132.0,65.31
3.4,45,2,67.58,88.6,69.11,61.84,60.51,88.6,90.0,116.0,137.0,59.44
3.4,60,0,57.11,84.62,75.45,79.56,82.9,84.62,85.0,116.0,130.0,64.16
3.4,60,1,61.17,88.87,71.82,71.14,79.49,88.87,89.0,114.0,135.0,59.92
3.4,60,2,63.14,80.94,73.58,77.16,56.09,80.94,83.0,119.0,130.0,66.74
3.4,90,0,59.25,84.33,65.35,66.92,75.84,84.33,85.0,114.0,136.0,63.91
3.4,90,1,60.79,82.8,67.33,68.53,67.79,82.8,83.0,116.0,134.0,66.13
3.4,90,2,61.47,80.94,65.85,66.37,61.35,80.94,82.0,117.0,134.0,67.3
3.4,120,0,64.12,82.82,63.59,58.84,59.21,82.82,84.0,116.0,137.0,65.31
3.4,120,1,61.01,77.44,62.32,62.03,54.1,77.44,79.0,119.0,135.0,70.68
3.4,120,2,62.41,74.56,68.65,75.0,41.55,74.56,77.0,122.0,130.0,73.27
3.4,180,0,57.33,76.37,64.63,71.11,63.59,76.37,77.0,118.0,133.0,72.37
3.4,180,1,59.83,74.53,65.56,71.29,50.29,74.53,77.0,120.0,131.0,72.79
3.4,180,2,58.43,73.24,62.89,68.66,51.57,73.24,75.0,119.0,133.0,74.53
3.4,240,0,61.45,80.32,63.97,63.65,59.93,80.32,82.0,116.0,136.0,67.2
3.4,240,1,53.73,76.77,64.37,73.44,76.52,76.77,77.0,116.0,132.0,72.01
3.4,240,2,59.48,77.65,62.9,65.29,59.67,77.65,79.0,117.0,135.0,70.28
3.4,300,0,56.52,72.23,54.97,57.0,60.93,72.23,73.0,118.0,137.0,76.46
3.4,300,1,57.75,74.61,62.34,67.78,57.62,74.61,76.0,118.0,133.0,73.36
3.4,300,2,52.72,75.99,66.83,77.75,78.08,75.99,76.0,117.0,131.0,73.17
3.4,360,0,56.53,72.91,60.71,67.27,57.3,72.91,74.0,119.0,133.0,75.51
3.4,360,1,62.39,70.03,60.39,53.47,35.1,70.03,73.0,122.0,133.0,77.14
3.4,360,2,53.9,71.46,59.63,69.41,62.67,71.46,72.0,118.0,133.0,77.29
3.4,480,0,59.69,77.09,59.81,59.88,57.55,77.09,78.0,117.0,136.0,71.31
3.4,480,1,54.52,79.16,57.19,62.9,79.39,79.16,79.0,113.0,138.0,69.84
3.4,480,2,53.93,66.36,62.66,80.61,47.75,66.36,68.0,122.0,129.0,82.05
3.5,0,0,94.9,158.25,127.83,75.17,102.08,158.25,154.0,100.0,138.0,9.38
3.5,0,1,96.37,151.21,134.42,80.36,92.47,151.21,149.0,106.0,131.0,2.45
3.5,0,2,87.06,155.4,134.36,80.31,112.15,155.4,151.0,101.0,132.0,4.24
3.5,1,0,83.83,135.36,113.41,76.79,97.08,135.36,133.0,105.0,134.0,15.17
3.5,1,1,82.21,132.04,110.15,76.4,96.23,132.04,131.0,106.0,135.0,17.38
3.5,1,2,86.53,137.0,113.61,75.67,93.94,137.0,135.0,105.0,135.0,13.38
3.5,2,0,80.98,123.88,108.58,78.86,88.31,123.88,123.0,109.0,132.0,25.5
3.5,2,1,78.05,122.03,110.76,81.85,91.89,122.03,122.0,110.0,130.0,26.76
3.5,2,2,79.75,130.75,107.74,76.04,99.47,130.75,128.0,106.0,135.0,20.32
3.5,5,0,71.31,115.61,97.67,77.42,97.7,115.61,115.0,108.0,133.0,33.26
3.5,5,1,76.27,115.5,93.82,73.01,86.6,115.5,115.0,109.0,136.0,33.62
3.5,5,2,73.71,111.41,91.9,74.06,86.29,111.41,111.0,110.0,135.0,37.6
3.5,10,0,69.07,106.71,87.94,74.62,89.94,106.71,106.0,110.0,135.0,42.53
3.5,10,1,65.82,98.03,92.22,84.11,83.78,98.03,99.0,115.0,128.0,50.38
3.5,10,2,69.59,100.76,86.4,75.76,78.88,100.76,101.0,113.0,132.0,47.85
3.5,15,0,63.17,102.03,81.47,73.71,97.13,102.03,102.0,109.0,135.0,46.37
3.5,15,1,71.7,97.92,86.93,77.0,68.27,97.92,99.0,116.0,131.0,50.46
3.5,15,2,68.37,100.32,84.8,75.01,81.22,100.32,101.0,112.0,133.0,47.69
3.5,30,0,66.03,91.3,74.99,70.24,70.59,91.3,92.0,115.0,135.0,57.15
3.5,30,1,69.91,87.54,75.7,69.47,51.36,87.54,90.0,118.0,133.0,59.67
3.5,30,2,64.21,91.47,74.4,70.82,76.0,91.47,92.0,114.0,135.0,56.96
3.5,45,0,63.35,85.92,67.39,65.01,66.99,85.92,86.0,115.0,136.0,63.1
3.5,45,1,62.43,83.13,66.93,66.15,63.48,83.13,85.0,116.0,135.0,64.2
3.5,45,2,62.81,87.89,73.72,72.64,72.75,87.89,88.0,115.0,133.0,61.01
3.5,60,0,62.97,78.15,65.75,65.14,49.53,78.15,80.0,119.0,133.0,69.64
3.5,60,1,67.19,80.8,71.67,69.48,42.97,80.8,83.0,121.0,131.0,67.19
3.5,60,2,59.2,84.18,67.93,70.09,75.66,84.18,85.0,115.0,135.0,64.02
3.5,90,0,61.49,81.17,65.53,65.8,61.82,81.17,83.0,117.0,135.0,66.36
3.5,90,1,56.65,81.56,63.24,67.56,77.87,81.56,82.0,114.0,136.0,66.87
3.5,90,2,61.09,88.64,70.93,70.32,79.26,88.64,89.0,113.0,135.0,59.76
3.5,120,0,61.02,78.45,59.16,56.79,62.7,78.45,80.0,117.0,137.0,69.41
3.5,120,1,54.9,82.55,62.6,67.98,85.42,82.55,82.0,113.0,136.0,66.73
3.5,120,2,56.77,78.21,61.79,66.65,69.91,78.21,79.0,115.0,135.0,69.94
3.5,180,0,53.98,75.92,59.86,67.67,73.7,75.92,76.0,116.0,135.0,73.05
3.5,180,1,55.44,73.73,64.11,73.8,63.27,73.73,75.0,119.0,131.0,74.53
3.5,180,2,56.96,75.54,64.33,71.5,62.71,75.54,77.0,118.0,132.0,72.37
3.5,240,0,56.46,73.55,62.38,70.01,59.26,73.55,75.0,118.0,133.0,74.34
3.5,240,1,58.89,73.95,61.22,64.27,51.92,73.95,75.0,120.0,133.0,74.74
3.5,240,2,54.54,71.81,63.28,74.77,61.31,71.81,73.0,119.0,131.0,76.49
3.5,300,0,57.66,74.54,60.69,65.02,57.73,74.54,76.0,118.0,134.0,73.38
3.5,300,1,56.47,75.26,62.65,69.48,63.68,75.26,77.0,118.0,133.0,72.37
3.5,300,2,59.06,72.87,64.01,70.35,48.31,72.87,75.0,121.0,131.0,74.96
3.5,360,0,56.58,74.13,59.82,65.17,60.36,74.13,76.0,117.0,135.0,73.23
3.5,360,1,56.64,70.02,61.08,69.56,48.74,70.02,72.0,120.0,132.0,77.67
3.5,360,2,64.43,71.11,59.19,46.54,42.74,71.11,75.0,122.0,134.0,75.21
3.5,480,0,53.93,69.38,62.33,75.88,56.81,69.38,71.0,120.0,130.0,78.67
3.5,480,1,53.24,69.43,52.93,59.1,60.59,69.43,70.0,118.0,136.0,79.35
3.5,480,2,52.99,65.72,59.59,75.12,49.4,65.72,67.0,121.0,130.0,82.79
3.6,0,0,100.4,149.9,127.0,75.7,84.21,149.9,147.0,106.0,135.0,3.74
3.6,0,1,94.7,148.82,135.9,82.38,92.73,148.82,146.0,107.0,129.0,4.69
3.6,0,2,91.15,149.1,131.47,80.42,99.11,149.1,147.0,105.0,132.0,1.41
3.6,1,0,86.01,132.29,113.8,77.58,89.21,132.29,131.0,108.0,133.0,17.49
3.6,1,1,83.14,129.16,116.48,81.28,90.85,129.16,129.0,109.0,130.0,19.75
3.6,1,2,78.38,131.64,117.57,81.62,103.18,131.64,130.0,107.0,130.0,18.36
3.6,2,0,80.55,125.82,106.82,76.98,91.73,125.82,124.0,108.0,134.0,24.41
3.6,2,1,83.16,126.82,108.35,76.88,87.8,126.82,126.0,109.0,133.0,22.58
3.6,2,2,82.43,126.3,105.69,75.49,88.57,126.3,126.0,108.0,135.0,22.56
3.6,5,0,69.67,112.34,96.63,78.51,96.86,112.34,112.0,109.0,132.0,36.35
3.6,5,1,76.98,108.27,92.27,74.25,73.71,108.27,109.0,112.0,133.0,39.82
3.6,5,2,75.08,110.87,89.34,71.55,82.31,110.87,111.0,111.0,136.0,37.87
3.6,10,0,70.56,96.2,83.51,74.74,67.98,96.2,98.0,115.0,132.0,51.2
3.6,10,1,73.49,107.23,82.7,67.81,80.25,107.23,107.0,110.0,138.0,41.87
3.6,10,2,68.44,101.89,91.69,80.41,83.7,101.89,102.0,113.0,130.0,46.91
3.6,15,0,65.67,95.36,86.39,80.48,79.38,95.36,96.0,115.0,130.0,53.19
3.6,15,1,66.03,98.95,77.31,69.89,84.85,98.95,99.0,111.0,136.0,49.66
3.6,15,2,66.64,91.81,78.57,73.81,69.91,91.81,93.0,116.0,132.0,56.29
3.6,30,0,66.22,89.12,73.81,69.55,65.51,89.12,91.0,116.0,134.0,58.28
3.6,30,1,61.46,88.6,75.67,75.29,78.12,88.6,89.0,114.0,132.0,59.84
3.6,30,2,66.65,81.39,72.27,71.04,46.17,81.39,84.0,120.0,131.0,65.98
3.6,45,0,62.43,85.14,72.43,72.8,68.03,85.14,87.0,116.0,133.0,62.18
3.6,45,1,62.75,84.53,69.64,69.1,65.68,84.53,86.0,116.0,134.0,63.18
3.6,45,2,61.22,88.89,69.02,68.09,79.38,88.89,89.0,113.0,136.0,59.82
3.6,60,0,60.63,83.52,73.61,76.59,69.88,83.52,85.0,117.0,131.0,64.34
3.6,60,1,59.92,85.85,72.63,74.29,77.02,85.85,86.0,115.0,132.0,62.97
3.6,60,2,60.63,82.34,67.94,69.72,67.23,82.34,83.0,116.0,134.0,66.13
3.6,90,0,58.6,82.37,66.69,69.82,73.58,82.37,83.0,115.0,134.0,65.95
3.6,90,1,60.08,76.43,63.09,65.17,54.57,76.43,78.0,118.0,134.0,71.41
3.6,90,2,65.8,79.27,63.67,55.6,50.18,79.27,82.0,119.0,136.0,67.8
3.6,120,0,62.73,78.62,65.85,65.52,51.53,78.62,80.0,119.0,133.0,69.64
3.6,120,1,58.02,76.82,63.6,68.53,62.39,76.82,78.0,118.0,133.0,71.39
3.6,120,2,54.29,77.51,65.0,73.43,76.39,77.51,78.0,116.0,132.0,71.02
3.6,180,0,62.8,75.44,54.71,48.02,70.08,75.44,77.0,118.0,139.0,72.7
3.6,180,1,56.97,83.4,64.31,67.95,80.82,83.4,83.0,113.0,136.0,65.74
3.6,180,2,54.82,76.96,59.48,65.96,73.36,76.96,77.0,116.0,135.0,72.07
3.6,240,0,52.43,72.48,60.45,71.6,70.54,72.48,73.0,117.0,133.0,76.12
3.6,240,1,50.87,70.07,60.2,74.16,69.87,70.07,71.0,118.0,132.0,78.26
3.6,240,2,55.26,74.71,56.53,61.6,66.36,74.71,75.0,116.0,137.0,74.15
3.6,300,0,58.08,68.77,63.99,76.15,39.64,68.77,71.0,123.0,130.0,79.33
3.6,300,1,50.79,69.05,60.31,75.23,67.42,69.05,70.0,118.0,131.0,79.25
3.6,300,2,60.93,73.27,60.75,59.23,43.57,73.27,75.0,120.0,134.0,74.76
3.6,360,0,55.57,68.33,56.74,62.4,47.6,68.33,70.0,120.0,134.0,79.65
3.6,360,1,51.88,67.57,59.42,73.99,59.2,67.57,69.0,120.0,131.0,80.61
3.6,360,2,52.15,72.37,54.3,62.85,71.23,72.37,73.0,116.0,136.0,76.06
3.6,480,0,55.79,68.59,61.18,72.22,47.58,68.59,70.0,121.0,131.0,79.84
3.6,480,1,55.87,73.76,54.69,57.82,65.93,73.76,74.0,116.0,137.0,75.13
3.6,480,2,55.07,67.11,55.71,61.27,45.76,67.11,69.0,121.0,134.0,80.83
3.7,0,0,91.21,148.82,128.35,78.9,98.71,148.82,146.0,104.0,133.0,2.24
3.7,0,1,87.76,143.98,128.83,81.46,99.57,143.98,141.0,106.0,130.0,7.55
3.7,0,2,93.88,146.2,127.9,79.06,91.26,146.2,144.0,106.0,133.0,4.58
3.7,1,0,88.91,130.62,115.84,78.93,81.43,130.62,130.0,110.0,131.0,19.0
3.7,1,1,85.46,134.51,110.31,74.78,92.99,134.51,133.0,106.0,136.0,15.65
3.7,1,2,82.84,127.67,122.21,85.87,89.54,127.67,128.0,111.0,126.0,22.02
3.7,2,0,74.57,120.27,103.31,78.42,96.89,120.27,119.0,108.0,132.0,29.27
3.7,2,1,74.87,127.47,113.69,81.69,105.23,127.47,126.0,107.0,130.0,22.29
3.7,2,2,77.93,119.45,99.72,75.32,88.64,119.45,119.0,109.0,134.0,29.5
3.7,5,0,72.59,109.3,92.27,75.66,85.65,109.3,109.0,111.0,133.0,39.64
3.7,5,1,73.99,111.44,95.19,76.56,85.69,111.44,111.0,111.0,133.0,37.67
3.7,5,2,72.38,106.95,96.22,80.24,82.43,106.95,107.0,113.0,130.0,42.02
3.7,10,0,69.04,103.5,87.86,75.96,84.89,103.5,104.0,112.0,133.0,44.73
3.7,10,1,64.74,96.53,83.22,77.01,83.97,96.53,97.0,113.0,132.0,51.79
3.7,10,2,65.84,103.1,86.54,76.25,92.16,103.1,103.0,110.0,133.0,45.41
3.7,15,0,70.01,97.02,81.48,72.33,70.99,97.02,99.0,114.0,134.0,50.05
3.7,15,1,70.31,97.24,81.06,71.57,70.61,97.24,99.0,114.0,134.0,50.05
3.7,15,2,71.16,96.18,79.94,70.14,66.34,96.18,98.0,115.0,135.0,51.28
3.7,30,0,60.75,90.41,77.58,76.6,83.66,90.41,91.0,113.0,132.0,57.71
3.7,30,1,63.11,92.22,67.96,64.64,80.5,92.22,92.0,112.0,139.0,57.0
3.7,30,2,63.1,88.18,71.69,69.89,72.54,88.18,89.0,114.0,135.0,59.92
3.7,45,0,68.67,84.29,69.11,60.52,47.26,84.29,87.0,118.0,135.0,62.66
3.7,45,1,61.59,78.48,68.05,71.09,54.86,78.48,80.0,119.0,132.0,69.63
3.7,45,2,64.46,82.6,67.85,65.23,55.98,82.6,84.0,117.0,135.0,65.38
3.7,60,0,64.32,86.05,69.61,66.93,64.4,86.05,88.0,116.0,135.0,61.26
3.7,60,1,59.02,81.31,65.64,68.53,69.89,81.31,82.0,115.0,135.0,66.98
3.7,60,2,57.4,78.89,66.2,71.88,69.46,78.89,80.0,116.0,133.0,69.06
3.7,90,0,55.85,74.2,65.81,75.86,63.08,74.2,76.0,118.0,131.0,73.36
3.7,90,1,59.65,83.99,63.14,63.94,73.89,83.99,84.0,114.0,137.0,64.97
3.7,90,2,59.84,79.83,64.39,66.46,63.86,79.83,81.0,117.0,134.0,68.28
3.7,120,0,60.26,79.21,64.27,65.98,60.99,79.21,81.0,117.0,134.0,68.28
3.7,120,1,57.26,75.81,59.18,62.76,62.39,75.81,77.0,117.0,135.0,72.24
3.7,120,2,55.61,75.02,59.91,66.28,65.96,75.02,76.0,116.0,135.0,73.05
3.7,180,0,58.18,77.92,58.19,59.69,64.6,77.92,78.0,116.0,137.0,71.2
3.7,180,1,57.71,71.22,60.0,64.73,48.39,71.22,73.0,119.0,133.0,76.49
3.7,180,2,54.79,76.13,58.88,65.39,71.49,76.13,77.0,115.0,136.0,71.96
3.7,240,0,59.14,71.96,57.45,56.19,51.39,71.96,73.0,120.0,135.0,76.75
3.7,240,1,52.35,73.45,62.09,73.43,73.26,73.45,74.0,117.0,132.0,75.13
3.7,240,2,56.93,79.41,63.69,68.64,72.19,79.41,80.0,115.0,135.0,68.95
3.7,300,0,54.65,70.57,59.73,69.18,57.52,70.57,72.0,118.0,133.0,77.29
3.7,300,1,53.06,75.02,59.4,68.28,74.65,75.02,76.0,116.0,135.0,73.05
3.7,300,2,56.34,73.58,63.49,72.03,59.75,73.58,75.0,118.0,132.0,74.33
3.7,360,0,55.67,70.28,62.01,72.6,53.01,70.28,72.0,120.0,131.0,77.67
3.7,360,1,58.06,69.66,57.5,58.28,44.52,69.66,71.0,121.0,134.0,78.88
3.7,360,2,55.75,71.71,53.41,55.86,65.06,71.71,72.0,117.0,137.0,77.27
3.7,480,0,49.93,66.64,53.36,65.8,63.95,66.64,67.0,118.0,134.0,82.23
3.7,480,1,52.62,71.2,55.75,64.69,66.54,71.2,72.0,117.0,135.0,77.16
3.7,480,2,55.14,65.63,54.87,58.91,41.79,65.63,67.0,122.0,133.0,82.98
3.8,0,0,93.76,152.78,129.83,77.9,98.51,152.78,149.0,103.0,134.0,2.45
3.8,0,1,92.48,157.6,131.95,77.75,105.35,157.6,153.0,101.0,135.0,6.56
3.8,0,2,89.92,150.48,132.28,80.53,102.62,150.48,147.0,104.0,131.0,1.41
3.8,1,0,82.88,131.99,110.13,76.22,94.88,131.99,130.0,106.0,134.0,18.22
3.8,1,1,80.44,131.63,113.96,79.2,99.17,131.63,130.0,106.0,132.0,18.11
3.8,1,2,81.63,131.55,114.64,79.4,96.77,131.55,130.0,107.0,132.0,18.25
3.8,2,0,81.74,122.5,107.05,78.19,84.84,122.5,122.0,110.0,132.0,26.68
3.8,2,1,77.45,124.51,106.98,78.39,96.39,124.51,123.0,108.0,133.0,25.34
3.8,2,2,81.67,124.93,107.62,77.56,88.31,124.93,124.0,109.0,133.0,24.54
3.8,5,0,72.65,110.17,96.65,78.75,86.83,110.17,111.0,111.0,131.0,37.67
3.8,5,1,70.99,107.55,94.01,78.45,86.67,107.55,108.0,111.0,131.0,40.62
3.8,5,2,74.19,106.96,93.24,77.01,78.12,106.96,107.0,113.0,132.0,41.98
3.8,10,0,68.31,93.28,83.99,78.4,68.26,93.28,95.0,117.0,131.0,54.58
3.8,10,1,68.12,99.45,88.9,79.46,80.33,99.45,101.0,114.0,131.0,48.06
3.8,10,2,64.94,97.45,76.81,70.56,85.06,97.45,97.0,111.0,136.0,51.63
3.8,15,0,64.84,93.71,78.46,73.74,78.55,93.71,94.0,114.0,133.0,54.93
3.8,15,1,69.61,97.48,80.22,71.03,72.91,97.48,98.0,113.0,134.0,50.84
3.8,15,2,65.18,97.98,79.93,73.09,85.37,97.98,98.0,112.0,135.0,50.72
3.8,30,0,60.38,82.21,71.68,75.11,67.73,82.21,84.0,117.0,132.0,65.31
3.8,30,1,65.1,94.19,73.19,67.96,78.77,94.19,95.0,112.0,137.0,53.83
3.8,30,2,60.54,83.8,74.66,77.77,70.8,83.8,85.0,117.0,130.0,64.36
3.8,45,0,55.8,85.21,71.93,76.03,88.03,85.21,85.0,114.0,133.0,63.8
3.8,45,1,62.4,82.9,71.17,72.43,63.06,82.9,84.0,118.0,132.0,65.51
3.8,45,2,61.6,81.22,75.03,80.08,61.6,81.22,83.0,119.0,129.0,66.78
3.8,60,0,58.92,83.44,59.96,60.93,74.96,83.44,83.0,113.0,139.0,65.99
3.8,60,1,63.8,85.52,67.3,64.48,64.77,85.52,86.0,115.0,136.0,63.1
3.8,60,2,61.65,82.79,65.28,64.8,65.13,82.79,83.0,116.0,135.0,66.17
3.8,90,0,60.19,75.58,62.51,64.16,51.94,75.58,77.0,119.0,134.0,72.59
3.8,90,1,61.93,80.93,62.21,60.12,59.88,80.93,82.0,116.0,136.0,67.2
3.8,90,2,56.35,76.07,66.53,75.07,66.13,76.07,77.0,118.0,131.0,72.37
3.8,120,0,54.64,77.09,64.73,73.08,74.28,77.09,78.0,116.0,133.0,71.03
3.8,120,1,57.37,79.05,61.58,65.45,69.94,79.05,80.0,115.0,136.0,69.0
3.8,120,2,56.99,73.09,65.54,75.51,56.16,73.09,75.0,120.0,130.0,74.76
3.8,180,0,54.18,74.56,59.94,68.1,69.68,74.56,75.0,117.0,135.0,74.21
3.8,180,1,53.32,71.68,64.31,77.52,65.3,71.68,73.0,119.0,130.0,76.51
3.8,180,2,57.09,70.48,61.07,68.55,48.45,70.48,72.0,120.0,132.0,77.67
3.8,240,0,55.31,82.27,59.53,64.33,83.56,82.27,82.0,112.0,138.0,66.75
3.8,240,1,54.61,76.16,53.15,57.78,77.06,76.16,76.0,115.0,139.0,73.17
3.8,240,2,56.03,77.89,58.32,62.79,71.56,77.89,78.0,116.0,137.0,71.2
3.8,300,0,50.02,69.57,61.97,77.9,71.65,69.57,70.0,119.0,130.0,79.45
3.8,300,1,56.35,68.24,55.55,57.79,47.41,68.24,70.0,120.0,134.0,79.65
3.8,300,2,53.54,71.84,61.62,72.84,64.95,71.84,73.0,118.0,132.0,76.3
3.8,360,0,57.97,71.24,52.79,51.29,66.03,71.24,73.0,118.0,138.0,76.53
3.8,360,1,50.83,71.47,52.75,62.44,73.64,71.47,71.0,115.0,137.0,77.94
3.8,360,2,54.14,70.79,53.38,58.36,62.72,70.79,71.0,117.0,136.0,78.19
3.8,480,0,51.15,68.3,57.1,70.02,64.02,68.3,69.0,119.0,133.0,80.42
3.8,480,1,57.41,70.4,55.81,56.4,52.85,70.4,72.0,119.0,135.0,77.52
3.8,480,2,51.99,65.37,54.06,64.29,52.2,65.37,66.0,120.0,133.0,83.55
3.9,0,0,93.23,152.01,125.7,76.15,98.6,152.01,149.0,102.0,136.0,4.58
3.9,0,1,89.64,154.61,132.24,79.23,107.15,154.61,150.0,102.0,133.0,3.0
3.9,0,2,87.75,158.07,131.91,78.4,113.44,158.07,153.0,99.0,135.0,7.68
3.9,1,0,84.28,132.84,112.95,77.28,93.21,132.84,131.0,107.0,134.0,17.38
3.9,1,1,80.94,138.0,117.06,78.55,105.43,138.0,136.0,104.0,133.0,12.04
3.9,1,2,85.59,133.37,111.04,75.56,91.35,133.37,132.0,107.0,135.0,16.55
3.9,2,0,82.62,119.65,106.13,78.61,78.91,119.65,120.0,112.0,131.0,29.14
3.9,2,1,73.87,116.05,106.23,82.55,92.69,116.05,116.0,111.0,129.0,32.89
3.9,2,2,76.36,116.21,106.9,82.53,87.44,116.21,117.0,112.0,129.0,32.16
3.9,5,0,78.94,112.79,91.94,71.13,76.54,112.79,113.0,111.0,136.0,35.92
3.9,5,1,72.6,111.29,96.08,77.77,88.64,111.29,111.0,111.0,132.0,37.66
3.9,5,2,71.55,108.73,93.62,77.38,87.2,108.73,109.0,111.0,132.0,39.62
3.9,10,0,69.85,98.64,83.47,73.78,74.43,98.64,99.0,114.0,133.0,50.02
3.9,10,1,72.32,102.67,85.26,72.38,75.36,102.67,103.0,113.0,134.0,45.93
3.9,10,2,73.34,97.88,88.69,78.33,63.93,97.88,100.0,117.0,130.0,49.77
3.9,15,0,67.5,103.8,75.57,66.3,89.19,103.8,103.0,108.0,140.0,45.88
3.9,15,1,63.8,95.24,80.34,75.36,84.18,95.24,96.0,113.0,133.0,52.78
3.9,15,2,71.72,91.98,81.86,74.6,56.17,91.98,94.0,118.0,131.0,55.79
3.9,30,0,65.9,88.56,69.27,64.1,65.25,88.56,89.0,115.0,136.0,60.15
3.9,30,1,66.64,90.13,73.95,68.96,66.48,90.13,92.0,115.0,135.0,57.15
3.9,30,2,63.03,87.13,71.92,70.67,70.53,87.13,88.0,115.0,134.0,61.03
3.9,45,0,62.6,82.75,66.1,64.85,62.1,82.75,84.0,116.0,135.0,65.18
3.9,45,1,57.53,80.41,69.31,75.03,72.54,80.41,82.0,116.0,132.0,67.08
3.9,45,2,60.6,83.31,70.15,72.21,69.51,83.31,84.0,116.0,133.0,65.12
3.9,60,0,57.69,84.63,65.59,68.42,81.2,84.63,85.0,113.0,136.0,63.77
3.9,60,1,58.27,81.68,60.89,63.01,73.1,81.68,82.0,114.0,138.0,67.02
3.9,60,2,57.2,83.18,61.18,64.25,79.66,83.18,83.0,113.0,138.0,65.89
3.9,90,0,61.51,81.69,62.44,61.04,63.0,81.69,82.0,116.0,137.0,67.27
3.9,90,1,59.03,80.52,62.14,63.99,68.04,80.52,81.0,116.0,136.0,68.18
3.9,90,2,60.76,75.15,62.11,62.47,48.82,75.15,77.0,119.0,134.0,72.59
3.9,120,0,54.86,76.23,65.2,74.1,71.48,76.23,77.0,117.0,132.0,72.18
3.9,120,1,56.71,71.39,58.48,63.27,52.44,71.39,73.0,119.0,134.0,76.51
3.9,120,2,58.44,80.73,62.91,65.64,70.41,80.73,81.0,115.0,136.0,68.01
3.9,180,0,54.96,75.02,58.71,65.24,68.18,75.02,76.0,116.0,136.0,73.1
3.9,180,1,54.99,69.85,63.66,77.07,54.25,69.85,71.0,120.0,130.0,78.67
3.9,180,2,48.51,75.12,58.04,70.35,90.34,75.12,75.0,114.0,135.0,73.74
3.9,240,0,54.17,76.22,55.83,61.91,73.78,76.22,77.0,115.0,138.0,72.1
3.9,240,1,53.36,70.76,59.21,69.7,62.69,70.76,71.0,119.0,132.0,78.45
3.9,240,2,54.08,66.43,55.37,62.8,47.41,66.43,68.0,120.0,133.0,81.59
3.9,300,0,58.73,70.25,58.28,58.55,43.44,70.25,72.0,120.0,134.0,77.69
3.9,300,1,54.1,68.04,61.96,76.48,52.25,68.04,70.0,121.0,130.0,79.86
3.9,300,2,54.32,68.69,60.22,71.9,53.35,68.69,70.0,120.0,131.0,79.63
3.9,360,0,52.32,67.38,56.16,67.27,56.97,67.38,69.0,119.0,133.0,80.42
3.9,360,1,54.49,69.94,62.4,74.95,56.32,69.94,71.0,120.0,130.0,78.67
3.9,360,2,55.5,62.03,57.11,67.02,26.84,62.03,65.0,123.0,130.0,85.17
3.9,480,0,54.03,68.03,55.7,63.23,52.49,68.03,70.0,119.0,134.0,79.45
3.9,480,1,53.83,67.74,56.8,66.04,52.38,67.74,69.0,119.0,133.0,80.42
3.9,480,2,52.29,65.06,64.03,87.1,50.06,65.06,68.0,122.0,127.0,82.15
4.0,0,0,89.85,151.3,127.51,77.95,103.56,151.3,148.0,102.0,134.0,2.83
4.0,0,1,92.35,148.2,130.67,80.14,96.1,148.2,146.0,105.0,132.0,2.24
4.0,0,2,95.14,152.42,133.71,79.75,95.83,152.42,149.0,105.0,132.0,1.41
4.0,1,0,77.61,136.71,110.06,76.05,110.23,136.71,133.0,102.0,136.0,15.65
4.0,1,1,87.51,134.26,115.37,77.45,88.79,134.26,133.0,107.0,133.0,15.33
4.0,1,2,80.36,131.65,112.23,78.2,99.35,131.65,130.0,106.0,133.0,18.14
4.0,2,0,78.6,120.81,98.59,73.8,89.11,120.81,120.0,108.0,136.0,28.57
4.0,2,1,81.87,121.32,103.25,75.84,82.91,121.32,121.0,110.0,133.0,27.68
