ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo,cumulative_exposure_ppm_min
5.3,480,4,50.73,61.8,51.06,121.8,0.179,0.2423,63.0,121.0,133.0,86.69,2544.0
5.4,0,1,89.43,154.26,133.77,161.03,0.4202,0.6049,150.0,102.0,133.0,3.0,0.0
5.4,0,2,89.75,150.18,133.97,163.91,0.4024,0.5889,147.0,104.0,131.0,1.41,0.0
5.4,0,3,92.19,148.75,134.19,164.55,0.3802,0.5833,146.0,106.0,130.0,3.46,0.0
5.4,0,4,91.75,151.71,128.14,156.41,0.3952,0.5949,148.0,103.0,134.0,2.24,0.0
5.4,1,1,83.62,125.5,105.25,150.99,0.3337,0.4922,125.0,109.0,134.0,23.62,5.4
5.4,1,2,77.43,124.36,110.39,162.14,0.3774,0.4877,124.0,109.0,131.0,24.54,5.4
5.4,1,3,82.64,122.47,106.46,155.88,0.3252,0.4803,122.0,110.0,132.0,26.68,5.4
5.4,1,4,81.61,125.59,108.82,157.12,0.3502,0.4925,125.0,109.0,132.0,23.54,5.4
5.4,2,1,77.47,113.7,96.92,152.21,0.3186,0.4459,114.0,111.0,133.0,34.73,10.8
5.4,2,2,74.92,114.36,100.32,158.65,0.3449,0.4485,114.0,111.0,131.0,34.73,10.8
5.4,2,3,73.85,114.6,97.06,154.18,0.3556,0.4494,114.0,109.0,133.0,34.38,10.8
5.4,2,4,76.24,115.77,100.63,157.02,0.3414,0.454,115.0,111.0,132.0,33.73,10.8
5.4,5,1,64.44,98.48,85.45,157.02,0.3456,0.3862,99.0,112.0,132.0,49.65,27.0
5.4,5,2,65.46,98.19,81.91,150.15,0.3333,0.3851,99.0,112.0,134.0,49.69,27.0
5.4,5,3,69.07,99.77,81.21,143.72,0.3077,0.3913,100.0,113.0,135.0,48.93,27.0
5.4,5,4,66.41,95.43,81.95,152.14,0.3041,0.3742,96.0,114.0,132.0,52.95,27.0
5.4,10,1,63.38,89.75,73.51,143.05,0.2938,0.352,90.0,114.0,134.0,58.89,54.0
5.4,10,2,61.95,87.87,72.11,143.5,0.295,0.3446,88.0,115.0,134.0,61.03,54.0
5.4,10,3,60.73,90.36,71.49,141.8,0.3279,0.3543,90.0,112.0,135.0,58.63,54.0
5.4,10,4,60.73,87.17,71.9,145.34,0.3033,0.3418,88.0,114.0,134.0,60.86,54.0
5.4,15,1,63.74,82.69,70.68,141.97,0.2291,0.3243,84.0,117.0,133.0,65.31,81.0
5.4,15,2,58.93,83.25,71.46,150.92,0.2922,0.3265,84.0,116.0,132.0,65.12,81.0
5.4,15,3,59.84,84.51,68.58,141.25,0.2918,0.3314,85.0,115.0,134.0,63.98,81.0
5.4,15,4,61.97,82.41,68.13,138.1,0.2481,0.3232,84.0,116.0,134.0,65.15,81.0
5.4,30,1,56.96,74.79,58.09,123.8,0.2384,0.2933,76.0,117.0,135.0,73.23,162.0
5.4,30,2,55.65,76.29,61.23,136.22,0.2705,0.2992,77.0,116.0,134.0,72.03,162.0
5.4,30,3,59.89,77.33,63.71,133.13,0.2256,0.3033,79.0,118.0,134.0,70.43,162.0
5.4,30,4,52.65,76.1,64.75,150.98,0.3082,0.2984,77.0,116.0,132.0,72.01,162.0
5.4,45,1,55.84,70.97,62.39,145.98,0.2131,0.2783,72.0,120.0,131.0,77.67,243.0
5.4,45,2,52.28,74.85,59.29,138.63,0.3015,0.2935,75.0,116.0,134.0,74.01,243.0
5.4,45,3,55.94,74.68,56.15,120.68,0.251,0.2929,75.0,116.0,137.0,74.15,243.0
5.4,45,4,57.75,71.73,57.12,117.4,0.2037,0.2813,73.0,119.0,135.0,76.54,243.0
5.4,60,1,55.84,68.11,54.94,115.9,0.1935,0.2671,70.0,119.0,135.0,79.49,324.0
5.4,60,2,55.74,69.72,57.79,128.78,0.2005,0.2734,71.0,120.0,133.0,78.65,324.0
5.4,60,3,54.21,69.32,56.85,130.49,0.2179,0.2718,70.0,119.0,134.0,79.45,324.0
5.4,60,4,54.84,69.75,53.8,116.09,0.2287,0.2735,70.0,118.0,136.0,79.35,324.0
5.4,90,1,52.61,66.07,56.01,135.19,0.2038,0.2591,68.0,120.0,132.0,81.58,486.0
5.4,90,2,53.66,70.7,52.29,115.53,0.2604,0.2773,71.0,117.0,137.0,78.25,486.0
5.4,90,3,52.73,66.82,55.42,131.44,0.2109,0.2621,68.0,120.0,133.0,81.59,486.0
5.4,90,4,55.1,67.5,56.15,125.06,0.1837,0.2647,69.0,120.0,133.0,80.61,486.0
5.4,120,1,51.56,63.92,53.59,129.85,0.1934,0.2507,65.0,121.0,132.0,84.72,648.0
5.4,120,2,51.33,66.22,58.25,147.89,0.225,0.2597,68.0,120.0,131.0,81.59,648.0
5.4,120,3,52.86,67.98,52.49,118.56,0.2279,0.2666,68.0,118.0,135.0,81.27,648.0
5.4,120,4,56.27,65.85,54.26,109.56,0.1761,0.2582,68.0,122.0,134.0,82.02,648.0
5.4,180,1,50.33,63.64,53.63,134.86,0.209,0.2496,64.0,121.0,132.0,85.7,972.0
5.4,180,2,51.35,66.41,53.47,128.42,0.2267,0.2604,67.0,119.0,134.0,82.4,972.0
5.4,180,3,50.44,65.42,52.67,128.92,0.229,0.2566,66.0,119.0,134.0,83.38,972.0
5.4,180,4,48.91,62.24,53.12,138.95,0.2142,0.2441,63.0,120.0,131.0,86.5,972.0
5.4,240,1,50.59,66.67,52.46,126.98,0.2411,0.2614,67.0,118.0,135.0,82.26,1296.0
5.4,240,2,51.58,62.88,47.27,103.42,0.2482,0.2466,63.0,120.0,136.0,86.59,1296.0
5.4,240,3,51.37,63.02,49.52,111.81,0.2142,0.2472,64.0,120.0,135.0,85.56,1296.0
5.4,240,4,44.38,66.37,47.55,128.64,0.3313,0.2603,65.0,115.0,137.0,83.87,1296.0
5.4,300,1,51.2,60.7,51.93,124.63,0.1565,0.2381,62.0,122.0,132.0,87.86,1620.0
5.4,300,2,52.63,62.71,50.79,110.72,0.1901,0.2459,64.0,121.0,134.0,85.73,1620.0
5.4,300,3,48.98,62.84,50.28,125.64,0.2205,0.2464,63.0,119.0,133.0,86.32,1620.0
5.4,300,4,52.25,62.95,48.19,103.5,0.2344,0.2468,63.0,121.0,135.0,86.74,1620.0
5.4,360,1,49.73,62.7,50.25,122.4,0.2069,0.2459,63.0,120.0,133.0,86.5,1944.0
5.4,360,2,53.14,58.25,50.88,101.58,0.1266,0.2284,61.0,124.0,132.0,89.27,1944.0
5.4,360,3,50.1,61.11,53.01,135.9,0.1802,0.2396,63.0,122.0,131.0,86.89,1944.0
5.4,360,4,53.43,62.77,50.62,106.09,0.1935,0.2461,64.0,122.0,134.0,85.93,1944.0
5.4,480,1,53.73,60.5,47.25,90.66,0.219,0.2373,62.0,122.0,135.0,87.91,2592.0
5.4,480,2,51.22,58.31,50.49,114.39,0.1342,0.2287,60.0,123.0,132.0,90.03,2592.0
5.4,480,3,50.09,60.64,46.11,103.58,0.2396,0.2378,61.0,120.0,135.0,88.51,2592.0
5.4,480,4,48.74,61.74,51.61,133.25,0.2105,0.2421,62.0,120.0,132.0,87.48,2592.0
5.5,0,1,88.19,149.58,129.51,160.38,0.4104,0.5866,146.0,103.0,132.0,2.24,0.0
5.5,0,2,94.09,154.64,134.78,160.32,0.3916,0.6064,151.0,104.0,132.0,3.0,0.0
5.5,0,3,93.1,150.96,129.5,157.75,0.3833,0.592,147.0,104.0,133.0,1.41,0.0
5.5,0,4,91.71,151.54,131.01,159.41,0.3948,0.5943,148.0,104.0,132.0,0.0,0.0
5.5,1,1,82.4,125.01,107.5,155.34,0.3409,0.4902,125.0,109.0,133.0,23.56,5.5
5.5,1,2,82.22,122.72,107.45,157.37,0.33,0.4813,122.0,111.0,132.0,26.93,5.5
5.5,1,3,80.51,121.89,108.14,160.07,0.3395,0.478,121.0,111.0,131.0,27.91,5.5
5.5,1,4,83.84,126.61,106.82,152.24,0.3378,0.4965,126.0,108.0,134.0,22.45,5.5
5.5,2,1,73.63,114.23,93.04,148.69,0.3554,0.448,114.0,109.0,135.0,34.5,11.0
5.5,2,2,72.76,115.24,96.76,153.9,0.3686,0.4519,115.0,108.0,134.0,33.3,11.0
5.5,2,3,72.79,116.2,95.13,150.87,0.3736,0.4557,115.0,108.0,135.0,33.38,11.0
5.5,2,4,73.92,112.67,96.47,154.92,0.3439,0.4418,112.0,110.0,133.0,36.51,11.0
5.5,5,1,70.45,99.71,82.27,144.25,0.2934,0.391,100.0,113.0,134.0,48.88,27.5
5.5,5,2,63.79,98.32,83.42,154.11,0.3513,0.3856,98.0,112.0,132.0,50.64,27.5
5.5,5,3,68.11,97.46,81.44,147.24,0.3011,0.3822,98.0,113.0,134.0,50.84,27.5
5.5,5,4,68.48,96.68,82.54,149.9,0.2917,0.3792,97.0,115.0,133.0,52.18,27.5
5.5,10,1,66.23,87.76,73.5,140.24,0.2453,0.3442,89.0,117.0,133.0,60.42,55.0
5.5,10,2,60.93,86.5,72.76,147.75,0.2957,0.3392,87.0,115.0,133.0,61.99,55.0
5.5,10,3,60.76,86.26,73.32,149.55,0.2957,0.3383,87.0,115.0,132.0,61.98,55.0
5.5,10,4,63.07,85.8,69.13,136.0,0.265,0.3365,87.0,115.0,135.0,62.06,55.0
5.5,15,1,58.21,80.44,64.62,137.31,0.2764,0.3155,81.0,116.0,135.0,68.13,82.5
5.5,15,2,61.84,80.62,66.86,136.04,0.233,0.3161,82.0,117.0,134.0,67.3,82.5
5.5,15,3,61.8,82.92,66.92,134.54,0.2546,0.3252,83.0,116.0,135.0,66.17,82.5
5.5,15,4,61.0,83.0,66.62,135.32,0.2651,0.3255,84.0,115.0,135.0,65.01,82.5
5.5,30,1,55.35,73.52,61.05,138.82,0.2472,0.2883,75.0,118.0,133.0,74.34,165.0
5.5,30,2,57.66,71.16,62.94,143.47,0.1898,0.2791,73.0,120.0,132.0,76.69,165.0
5.5,30,3,55.98,74.04,64.1,146.98,0.2438,0.2903,76.0,118.0,132.0,73.35,165.0
5.5,30,4,60.85,71.41,57.16,104.46,0.1996,0.28,74.0,120.0,135.0,75.77,165.0
5.5,45,1,58.16,73.68,57.44,117.36,0.2204,0.2889,75.0,118.0,136.0,74.44,247.5
5.5,45,2,59.55,71.6,54.63,102.6,0.2369,0.2808,73.0,119.0,137.0,76.65,247.5
5.5,45,3,55.28,73.52,61.92,141.84,0.2481,0.2883,75.0,118.0,133.0,74.34,247.5
5.5,45,4,53.87,71.5,58.23,134.84,0.2466,0.2804,72.0,118.0,134.0,77.3,247.5
5.5,60,1,51.07,74.53,56.38,133.58,0.3148,0.2923,74.0,115.0,136.0,74.92,330.0
5.5,60,2,53.5,72.48,54.04,121.68,0.2618,0.2842,73.0,117.0,136.0,76.22,330.0
5.5,60,3,53.27,71.02,58.98,139.32,0.25,0.2785,72.0,118.0,134.0,77.3,330.0
5.5,60,4,51.26,68.75,58.24,143.96,0.2544,0.2696,69.0,119.0,132.0,80.41,330.0
5.5,90,1,51.91,70.37,55.58,131.92,0.2624,0.276,71.0,117.0,135.0,78.15,495.0
5.5,90,2,55.92,63.57,55.06,113.96,0.1338,0.2493,65.0,123.0,131.0,85.15,495.0
5.5,90,3,54.63,65.42,52.4,109.74,0.199,0.2566,67.0,120.0,135.0,82.62,495.0
5.5,90,4,52.3,67.61,50.61,114.05,0.2514,0.2651,68.0,118.0,136.0,81.31,495.0
5.5,120,1,53.46,64.89,50.65,108.15,0.2194,0.2545,66.0,121.0,135.0,83.8,660.0
5.5,120,2,54.57,65.66,50.43,103.7,0.232,0.2575,67.0,120.0,136.0,82.66,660.0
5.5,120,3,51.09,67.5,49.04,113.33,0.2735,0.2647,68.0,118.0,137.0,81.37,660.0
5.5,120,4,50.24,64.71,53.55,133.74,0.2237,0.2538,65.0,120.0,133.0,84.53,660.0
5.5,180,1,52.61,65.3,55.39,133.13,0.1944,0.2561,67.0,120.0,132.0,82.57,990.0
5.5,180,2,54.15,64.57,49.82,102.37,0.2285,0.2532,66.0,120.0,136.0,83.64,990.0
5.5,180,3,52.29,63.92,53.68,127.2,0.182,0.2507,65.0,121.0,132.0,84.72,990.0
5.5,180,4,49.5,64.41,51.16,126.72,0.2315,0.2526,65.0,119.0,134.0,84.37,990.0
5.5,240,1,53.44,63.08,50.26,105.11,0.2033,0.2474,65.0,121.0,135.0,84.78,1320.0
5.5,240,2,50.66,65.08,49.06,114.03,0.2461,0.2552,66.0,118.0,136.0,83.28,1320.0
5.5,240,3,48.39,61.5,52.24,137.63,0.2132,0.2412,62.0,120.0,132.0,87.48,1320.0
5.5,240,4,53.91,62.64,50.96,104.83,0.1865,0.2456,64.0,122.0,134.0,85.93,1320.0
5.5,300,1,52.28,59.74,46.31,93.36,0.2248,0.2343,61.0,122.0,135.0,88.89,1650.0
5.5,300,2,50.91,66.38,50.81,119.61,0.2346,0.2603,67.0,118.0,136.0,82.3,1650.0
5.5,300,3,50.1,63.61,49.99,119.54,0.2141,0.2494,64.0,119.0,135.0,85.38,1650.0
5.5,300,4,53.62,61.24,50.31,101.84,0.1785,0.2402,63.0,123.0,134.0,87.12,1650.0
5.5,360,1,52.76,57.41,48.23,90.4,0.1598,0.2251,59.0,124.0,133.0,91.22,1980.0
5.5,360,2,53.47,61.1,55.17,133.32,0.1248,0.2396,63.0,123.0,130.0,87.12,1980.0
5.5,360,3,46.15,62.24,48.26,127.86,0.2584,0.2441,62.0,119.0,135.0,87.35,1980.0
5.5,360,4,51.96,62.41,45.86,97.88,0.2652,0.2447,63.0,120.0,137.0,86.64,1980.0
5.5,480,1,52.23,60.13,47.79,98.4,0.2052,0.2358,62.0,122.0,135.0,87.91,2640.0
5.5,480,2,52.64,59.87,50.08,104.28,0.1635,0.2348,61.0,123.0,132.0,89.05,2640.0
5.5,480,3,50.06,60.28,50.55,122.89,0.1695,0.2364,61.0,122.0,133.0,88.85,2640.0
5.5,480,4,51.04,59.03,46.37,97.86,0.2145,0.2315,61.0,122.0,135.0,88.89,2640.0
5.6,0,1,93.26,149.03,130.84,160.43,0.3742,0.5844,147.0,105.0,132.0,1.41,0.0
5.6,0,2,91.52,151.02,130.77,159.58,0.394,0.5922,148.0,103.0,133.0,1.41,0.0
5.6,0,3,88.79,151.27,132.35,161.83,0.413,0.5932,148.0,103.0,132.0,1.0,0.0
5.6,0,4,90.97,153.28,129.75,157.34,0.4065,0.6011,149.0,102.0,134.0,3.0,0.0
5.6,1,1,82.1,126.55,107.34,154.07,0.3512,0.4963,126.0,108.0,134.0,22.45,5.6
5.6,1,2,83.06,123.52,107.72,156.57,0.3276,0.4844,123.0,110.0,132.0,25.71,5.6
5.6,1,3,80.76,125.5,110.54,159.93,0.3565,0.4921,125.0,109.0,131.0,23.56,5.6
5.6,1,4,79.77,123.07,104.82,154.71,0.3518,0.4826,123.0,108.0,134.0,25.4,5.6
5.6,2,1,75.94,111.34,95.01,152.32,0.318,0.4366,112.0,112.0,133.0,36.89,11.2
5.6,2,2,75.55,112.1,95.41,152.61,0.3261,0.4396,113.0,111.0,133.0,35.71,11.2
5.6,2,3,75.4,115.09,94.77,149.29,0.3448,0.4513,115.0,109.0,135.0,33.51,11.2
5.6,2,4,75.84,113.26,93.63,148.52,0.3304,0.4442,113.0,110.0,135.0,35.64,11.2
5.6,5,1,65.37,96.73,81.92,151.66,0.3242,0.3793,97.0,113.0,133.0,51.8,28.0
5.6,5,2,68.13,97.38,82.23,148.92,0.3003,0.3819,98.0,114.0,133.0,51.0,28.0
5.6,5,3,64.31,93.94,86.65,165.25,0.3154,0.3684,95.0,116.0,129.0,54.42,28.0
5.6,5,4,69.15,97.7,82.48,148.02,0.2922,0.3831,99.0,114.0,133.0,50.02,28.0
5.6,10,1,61.84,89.1,72.1,142.58,0.3059,0.3494,90.0,113.0,135.0,58.77,56.0
5.6,10,2,62.74,87.93,74.3,147.55,0.2865,0.3448,88.0,115.0,133.0,61.01,56.0
5.6,10,3,62.27,90.04,68.31,133.04,0.3084,0.3531,91.0,112.0,137.0,57.78,56.0
5.6,10,4,60.49,89.04,71.49,143.12,0.3207,0.3492,90.0,113.0,135.0,58.77,56.0
5.6,15,1,58.26,81.13,66.78,142.35,0.2819,0.3182,82.0,116.0,134.0,67.11,84.0
5.6,15,2,55.51,82.88,65.17,141.18,0.3302,0.325,82.0,114.0,135.0,66.82,84.0
5.6,15,3,59.29,83.9,64.7,133.19,0.2933,0.329,84.0,115.0,136.0,65.06,84.0
5.6,15,4,62.31,83.49,66.33,131.39,0.2538,0.3274,85.0,116.0,135.0,64.2,84.0
5.6,30,1,56.23,72.1,60.73,137.02,0.2201,0.2827,74.0,119.0,133.0,75.51,168.0
5.6,30,2,54.62,73.48,61.52,141.94,0.2567,0.2882,74.0,118.0,133.0,75.32,168.0
5.6,30,3,56.37,75.27,64.84,146.88,0.2511,0.2952,77.0,118.0,132.0,72.37,168.0
5.6,30,4,56.8,75.32,63.96,143.19,0.2459,0.2954,77.0,118.0,133.0,72.37,168.0
5.6,45,1,57.86,68.97,53.49,103.08,0.2244,0.2705,70.0,120.0,135.0,79.68,252.0
5.6,45,2,53.5,74.65,57.5,131.35,0.2833,0.2928,75.0,115.0,136.0,73.93,252.0
5.6,45,3,57.66,69.01,54.25,106.16,0.2138,0.2706,71.0,120.0,136.0,78.75,252.0
5.6,45,4,50.97,69.46,56.89,139.23,0.2662,0.2724,70.0,117.0,133.0,79.08,252.0
5.6,60,1,53.89,70.56,55.38,125.39,0.2363,0.2767,71.0,118.0,135.0,78.32,336.0
5.6,60,2,52.94,69.39,55.69,130.04,0.2371,0.2721,70.0,118.0,134.0,79.27,336.0
5.6,60,3,55.73,65.34,53.81,110.02,0.1764,0.2562,67.0,121.0,134.0,82.79,336.0
5.6,60,4,53.88,64.28,56.14,133.01,0.1617,0.2521,66.0,122.0,131.0,83.96,336.0
5.6,90,1,53.27,65.81,52.98,118.63,0.195,0.2581,67.0,120.0,135.0,82.62,504.0
5.6,90,2,53.61,67.26,55.29,127.39,0.2029,0.2638,69.0,120.0,133.0,80.61,504.0
5.6,90,3,51.33,71.18,52.74,124.27,0.2788,0.2791,72.0,115.0,137.0,76.95,504.0
5.6,90,4,52.9,68.15,57.73,139.02,0.2237,0.2672,69.0,119.0,133.0,80.42,504.0
5.6,120,1,51.54,67.13,51.06,118.2,0.2394,0.2632,68.0,118.0,136.0,81.31,672.0
5.6,120,2,55.61,62.98,51.08,97.14,0.1889,0.247,65.0,123.0,134.0,85.17,672.0
5.6,120,3,52.2,63.27,50.07,110.33,0.2086,0.2481,65.0,121.0,135.0,84.78,672.0
5.6,120,4,52.86,65.97,51.0,112.53,0.227,0.2587,66.0,119.0,135.0,83.41,672.0
5.6,180,1,51.52,64.66,50.38,115.22,0.2207,0.2536,65.0,119.0,135.0,84.4,1008.0
5.6,180,2,52.29,60.0,51.54,114.7,0.141,0.2353,61.0,124.0,132.0,89.27,1008.0
5.6,180,3,49.41,62.51,49.23,119.19,0.2125,0.2451,63.0,120.0,134.0,86.52,1008.0
5.6,180,4,50.28,61.2,52.48,132.09,0.1785,0.24,63.0,121.0,132.0,86.68,1008.0
5.6,240,1,47.89,60.88,49.27,126.37,0.2134,0.2387,61.0,120.0,133.0,88.46,1344.0
5.6,240,2,51.64,64.19,51.57,119.67,0.1967,0.2517,65.0,120.0,134.0,84.55,1344.0
5.6,240,3,49.18,62.52,48.68,117.82,0.2214,0.2452,63.0,120.0,135.0,86.54,1344.0
5.6,240,4,51.12,63.16,48.89,110.62,0.2259,0.2477,64.0,120.0,136.0,85.6,1344.0
5.6,300,1,48.21,62.01,43.86,105.62,0.2927,0.2432,62.0,118.0,138.0,87.34,1680.0
5.6,300,2,53.18,62.68,49.09,101.92,0.2168,0.2458,64.0,122.0,135.0,85.96,1680.0
5.6,300,3,49.74,61.13,50.09,121.81,0.1862,0.2397,62.0,120.0,133.0,87.48,1680.0
5.6,300,4,53.16,62.43,46.89,95.79,0.2489,0.2448,64.0,120.0,137.0,85.66,1680.0
5.6,360,1,54.09,60.53,51.1,101.01,0.1558,0.2374,63.0,123.0,133.0,87.1,2016.0
5.6,360,2,51.29,63.72,50.26,115.39,0.2112,0.2499,64.0,121.0,134.0,85.73,2016.0
5.6,360,3,52.38,62.99,49.34,106.65,0.2166,0.247,64.0,120.0,135.0,85.56,2016.0
5.6,360,4,51.83,65.45,45.41,100.78,0.3062,0.2567,66.0,117.0,138.0,83.24,2016.0
5.6,480,1,50.38,59.64,48.58,110.22,0.1854,0.2339,61.0,121.0,134.0,88.67,2688.0
5.6,480,2,50.04,57.85,46.63,101.72,0.194,0.2269,58.0,123.0,134.0,92.01,2688.0
5.6,480,3,52.2,59.12,46.66,93.3,0.2108,0.2318,61.0,122.0,135.0,88.89,2688.0
5.6,480,4,52.9,61.25,43.98,89.03,0.282,0.2402,62.0,120.0,138.0,87.68,2688.0
5.7,0,1,90.8,150.78,129.66,158.87,0.3978,0.5913,147.0,103.0,133.0,1.73,0.0
5.7,0,2,89.46,150.87,132.81,162.35,0.4071,0.5917,147.0,104.0,131.0,1.41,0.0
5.7,0,3,88.86,150.38,133.14,163.19,0.4091,0.5897,147.0,104.0,131.0,1.41,0.0
5.7,0,4,88.37,146.36,131.67,164.8,0.3962,0.574,144.0,105.0,130.0,4.58,0.0
5.7,1,1,83.33,124.01,106.65,154.4,0.328,0.4863,124.0,109.0,133.0,24.54,5.7
5.7,1,2,79.33,120.92,108.19,161.64,0.344,0.4742,120.0,111.0,130.0,28.93,5.7
5.7,1,3,79.39,124.6,108.35,158.44,0.3629,0.4886,124.0,109.0,132.0,24.52,5.7
5.7,1,4,78.28,122.49,106.59,158.42,0.3609,0.4803,122.0,109.0,132.0,26.48,5.7
5.7,2,1,74.02,113.22,94.33,151.09,0.3463,0.444,113.0,110.0,134.0,35.57,11.4
5.7,2,2,75.68,111.88,95.59,153.0,0.3236,0.4388,112.0,112.0,133.0,36.89,11.4
5.7,2,3,74.37,111.39,95.34,153.99,0.3323,0.4368,112.0,111.0,133.0,36.69,11.4
5.7,2,4,76.07,111.16,98.16,157.77,0.3156,0.4359,112.0,112.0,131.0,36.89,11.4
5.7,5,1,65.37,93.87,79.65,150.06,0.3036,0.3681,94.0,114.0,133.0,54.93,28.5
5.7,5,2,65.45,96.15,81.14,150.67,0.3193,0.3771,97.0,113.0,133.0,51.8,28.5
5.7,5,3,64.66,97.89,79.38,146.58,0.3395,0.3839,97.0,112.0,134.0,51.66,28.5
5.7,5,4,69.2,97.74,76.42,135.17,0.292,0.3833,98.0,113.0,137.0,51.05,28.5
5.7,10,1,60.7,87.45,70.24,141.39,0.3059,0.3429,88.0,114.0,135.0,60.9,57.0
5.7,10,2,62.66,86.12,73.18,146.89,0.2724,0.3377,88.0,116.0,133.0,61.2,57.0
5.7,10,3,64.39,83.01,70.97,141.18,0.2244,0.3255,85.0,118.0,133.0,64.54,57.0
5.7,10,4,62.31,84.55,67.17,133.12,0.2631,0.3316,86.0,115.0,135.0,63.04,57.0
5.7,15,1,57.8,82.89,66.32,140.36,0.3026,0.325,83.0,115.0,134.0,65.95,85.5
5.7,15,2,57.92,82.17,68.22,145.48,0.2951,0.3222,83.0,115.0,133.0,65.93,85.5
5.7,15,3,58.34,82.69,66.77,140.77,0.2945,0.3243,83.0,115.0,134.0,65.95,85.5
5.7,15,4,59.67,78.59,64.25,134.54,0.2407,0.3082,80.0,118.0,134.0,69.46,85.5
5.7,30,1,58.45,69.15,61.04,134.52,0.1546,0.2712,72.0,122.0,131.0,78.11,171.0
5.7,30,2,58.38,73.16,57.94,118.27,0.208,0.2869,75.0,118.0,136.0,74.44,171.0
5.7,30,3,54.76,70.82,58.69,134.7,0.2268,0.2777,72.0,118.0,133.0,77.29,171.0
5.7,30,4,56.71,76.45,59.5,128.47,0.2582,0.2998,77.0,116.0,136.0,72.12,171.0
5.7,45,1,54.23,67.0,57.76,136.59,0.1906,0.2627,68.0,121.0,132.0,81.79,256.5
5.7,45,2,56.29,67.45,61.33,147.07,0.1655,0.2645,70.0,122.0,130.0,80.07,256.5
5.7,45,3,56.58,75.29,56.69,120.34,0.2485,0.2953,76.0,116.0,137.0,73.16,256.5
5.7,45,4,58.17,72.76,58.51,121.4,0.2005,0.2853,74.0,119.0,135.0,75.56,256.5
5.7,60,1,54.98,66.1,58.03,136.45,0.1682,0.2592,68.0,121.0,131.0,81.79,342.0
5.7,60,2,52.91,71.48,52.79,119.62,0.2614,0.2803,72.0,116.0,137.0,77.1,342.0
5.7,60,3,54.35,68.75,52.73,113.93,0.2331,0.2696,69.0,119.0,136.0,80.51,342.0
5.7,60,4,55.26,72.19,57.7,128.64,0.2345,0.2831,73.0,118.0,135.0,76.35,342.0
5.7,90,1,55.03,65.65,51.97,106.57,0.2084,0.2574,67.0,120.0,135.0,82.62,513.0
5.7,90,2,51.98,65.45,54.9,133.0,0.2058,0.2567,66.0,120.0,133.0,83.55,513.0
5.7,90,3,55.75,64.75,51.66,101.23,0.2022,0.2539,66.0,121.0,135.0,83.8,513.0
5.7,90,4,53.19,67.99,51.99,115.49,0.2354,0.2666,69.0,119.0,136.0,80.51,513.0
5.7,120,1,52.54,67.34,48.06,106.06,0.2863,0.2641,68.0,118.0,138.0,81.44,684.0
5.7,120,2,51.53,61.99,50.43,114.3,0.1865,0.2431,63.0,122.0,134.0,86.91,684.0
5.7,120,3,55.9,63.89,51.53,98.78,0.1935,0.2505,65.0,122.0,134.0,84.95,684.0
5.7,120,4,53.38,69.43,51.73,114.42,0.2549,0.2723,70.0,118.0,137.0,79.4,684.0
5.7,180,1,48.23,62.22,50.27,128.76,0.2248,0.244,63.0,119.0,133.0,86.32,1026.0
5.7,180,2,53.13,61.3,50.24,104.32,0.1805,0.2404,63.0,123.0,134.0,87.12,1026.0
5.7,180,3,52.13,65.01,54.76,132.27,0.1982,0.2549,67.0,120.0,133.0,82.57,1026.0
5.7,180,4,49.87,63.68,49.42,118.1,0.224,0.2497,64.0,119.0,135.0,85.38,1026.0
5.7,240,1,49.4,63.31,46.92,110.92,0.2588,0.2483,64.0,118.0,137.0,85.31,1368.0
5.7,240,2,52.56,61.13,47.85,98.71,0.2172,0.2397,63.0,121.0,135.0,86.74,1368.0
5.7,240,3,51.55,62.61,49.83,111.91,0.2041,0.2455,63.0,120.0,134.0,86.52,1368.0
5.7,240,4,50.69,61.96,44.26,98.19,0.2857,0.243,62.0,120.0,137.0,87.62,1368.0
5.7,300,1,49.29,59.46,44.39,100.5,0.2535,0.2332,60.0,121.0,136.0,89.72,1710.0
5.7,300,2,47.3,63.69,46.8,118.22,0.2652,0.2498,63.0,117.0,136.0,86.08,1710.0
5.7,300,3,50.65,63.1,46.18,104.15,0.2681,0.2475,64.0,119.0,137.0,85.48,1710.0
5.7,300,4,50.49,62.94,47.59,108.64,0.2439,0.2468,63.0,120.0,136.0,86.59,1710.0
5.7,360,1,51.71,60.72,49.48,108.09,0.1851,0.2381,62.0,122.0,134.0,87.89,2052.0
5.7,360,2,51.99,58.77,48.37,99.11,0.1769,0.2305,60.0,123.0,133.0,90.03,2052.0
5.7,360,3,51.86,62.0,47.19,101.08,0.2389,0.2431,63.0,120.0,135.0,86.54,2052.0
5.7,360,4,50.71,60.34,47.26,104.18,0.2167,0.2366,61.0,121.0,135.0,88.7,2052.0
5.7,480,1,49.52,63.88,45.27,106.29,0.2913,0.2505,64.0,118.0,137.0,85.31,2736.0
5.7,480,2,45.81,62.43,45.91,120.35,0.2661,0.2448,62.0,118.0,136.0,87.22,2736.0
5.7,480,3,51.56,62.0,47.64,103.64,0.2315,0.2431,63.0,120.0,135.0,86.54,2736.0
5.7,480,4,54.02,57.46,48.72,83.61,0.1521,0.2253,60.0,124.0,133.0,90.25,2736.0
